"cid","cowner","cname","ctype","cnumeric","crequired","cinsdisplaytype","cinsdisplaydata","cinsdisplayinclude","cinsdefaultvalue","cupddisplaytype","cupddisplaydata","cupddisplayinclude","cbackendlist","cdescription","csection"
"core_users.affilcommowed","SYSTEM","Affiliate Commission Owed (Current)","text","100","1","DISPLAY-REG","","","0.00","DISPLAY-REG","","","0","This field is used for affiliates who earn commission on orders only.  This field holds the total amount of commission owed to this affiliate currently.  Initially this field should be set to '0.00'.  This amount is stored in the system base currency.","Affiliate Information"
"core_users.affilcommpaid","SYSTEM","Affiliate Commission Paid (Total)","text","100","1","DISPLAY-REG","","","0.00","DISPLAY-REG","","","0","This field is used for affiliates who earn commission on orders only.  This field holds the total amount of commission paid to this affiliate to date.  Initially this field should be set to '0.00'.  This amount is stored in the system base currency.","Affiliate Information"
"core_users.affilid","SYSTEM","Affiliate ID","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","This field is used for affiliates who earn commission on orders only.  Enter a unique affiliate ID here that will be used in affiliate links to associate orders with an affiliate.  Be sure this ID has not been used by another affiliate to avoid crossing commissions and data.","Affiliate Information"
"core_users.affillockid","SYSTEM","Locked Affiliate ID","text","100","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","This field is used for accounts which are not affiliate accounts themselves.  Enter a valid Affiliate ID in this field to attribute all orders placed by this account to an affiliate.","Affiliate Information"
"core_users.affilmaxcommpct","SYSTEM","Affiliate Commission Percentage","text","10","1","TEXTBOX-REG","","","10.000","TEXTBOX-REG","","","0","This field is used for affiliates who earn commission on orders.  Every order containing items subject to commission is eligible for payout.  The payout amount is calculated based on the subtotal less discounts for all items which have commission enabled, multiplied by this commission percentage.","Affiliate Information"
"core_users.affilsalestodate","SYSTEM","Affiliate Sales (Total)","text","100","1","DISPLAY-REG","","","0.00","DISPLAY-REG","","","0","This field is used for affiliates who earn commission on orders only.  This field holds the total amount of sales generated by this affiliate to date.  Initially this field should be set to '0.00'.  This amount is stored in the system base currency.","Affiliate Information"
"core_users.autocommentsext","SYSTEM","External Order Comments AutoFill","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter external comments to be automatically added to orders placed by this customer.","eCommerce Settings"
"core_users.autocommentsint","SYSTEM","Internal Order Comments AutoFill","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter internal comments to be automatically added to orders placed by this customer.","eCommerce Settings"
"core_users.billdamageclaim","SYSTEM","Damage Claim Billing Status","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Set to true (1) allow billing to this account for damage claims.  Generally purchase on account should be enabled, and order emails should be disabled for accounts to which damage claims can be billed.","eCommerce Settings"
"core_users.city","SYSTEM","City","text","150","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","City name.","Billing Address"
"core_users.company","SYSTEM","Company","text","250","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","User company.","Contact Information"
"core_users.country","SYSTEM","Country","text","200","1","SELECT-TABLE","SELECT {COLS} FROM core_country WHERE usecon='1'","","","SELECT-TABLE","SELECT {COLS} FROM core_country WHERE usecon='1'","","0","Country name.","Billing Address"
"core_users.customdata","SYSTEM","Custom Data","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","You can enter custom data below for this user account.  This custom data is made available for custom programming purposes, and is not used by this software directly.  Suggested data format:  Comma separated list of values or name-value pairs.","Notes and Custom Data"
"core_users.custorderemails","SYSTEM","Additional Order Email Recipients (Customer)","clob","","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter additional email addresses which should be carbon copied on customer order mail messages.  Enter a single email address, or a comma-delimited list of email addresses.","eCommerce Settings"
"core_users.disableorderemails","SYSTEM","Disable Order Emails","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Set to true (1) disable sending order email messages for this user account.  This setting should typically be set only on accounts tied to Vendors and on accounts to which damage claims can be billed.","eCommerce Settings"
"core_users.exp_date_cc","kryptsupport-ldy4ka7a@kryptronic.com","Expiration Date Credit Card Token","text","255","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","","User-Defined Columns"
"core_users.fname","SYSTEM","First Name","text","250","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","User first name.","Contact Information"
"core_users.freeshipamt","SYSTEM","Free Shipping Threshold Override","text","10","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","Enter a free shipping threshold override for this account.  If you enter an amount greater than zero for this account, the amount entered will be used as the free shipping threshold for shipping rate calculations.  Enter '0.00' to disable this override and use global free shipping threshold settings.","eCommerce Settings"
"core_users.id","SYSTEM","Email Address","text","150","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","Unique User ID.","User Account"
"core_users.intorderemails","SYSTEM","Additional Order Email Recipients (Internal)","clob","","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter additional email addresses which should be carbon copied on internal order mail messages.  Enter a single email address, or a comma-delimited list of email addresses.","eCommerce Settings"
"core_users.invoicedisp","SYSTEM","Order Invoice Display Option","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to display a printable order invoice link instead of a printable order summary link for completed orders for this customer account.  Select false (0) to always display a printable order summary link.","eCommerce Settings"
"core_users.invoicemail","SYSTEM","Order Invoice Mail Option","integer","1","1","SELECT-CUSTOM","core.invoicemail","","0","SELECT-CUSTOM","core.invoicemail","","0","Select the conditions under which this customer account will receive an order invoice mail message, instead of an order complete mail message, when an order is completed.  This option is only valid when the Order Manager setting for Send Order Completed Mail Messages is set to true (1), and when Disable Order Emails for the customer account is set to false (0).","eCommerce Settings"
"core_users.kcodeauth","SYSTEM","Authorization Code","text","20","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","An authorization code, which may be paired with an authorization token, to authorize an action.","Hidden"
"core_users.ktokenauth","SYSTEM","Authorization Token","text","128","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","Authorization token, which may be paired with an authorization code, to authorize an action.","Hidden"
"core_users.ktokendevauth","SYSTEM","Device Authorization Tokens","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","A single, or comma-delimited list of password reset tokens.  Maintained for certain user groups.","Hidden"
"core_users.ktokenuser","SYSTEM","Authentication Token","text","128","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","Authentication token.","Hidden"
"core_users.lastaccess","SYSTEM","Last Access Time","text","30","0","DISPLAY-DATE","","","","DISPLAY-DATE","","","0","Last access time.","Access Times"
"core_users.lname","SYSTEM","Last Name","text","250","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","User last name.","Contact Information"
"core_users.loginfaillast","SYSTEM","Last Login Failure Timestamp","text","30","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","A timestamp indicating the last login failure.  Maintained for certain user groups.","Hidden"
"core_users.loginfails","SYSTEM","Login Failure Count","text","10","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","The count of recent login failures.  Maintained for certain user groups.","Hidden"
"core_users.loginlocked","SYSTEM","Login Lock Status","integer","1","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","A status indicator which identifies if an account is locked.  Maintained for certain user groups.","Hidden"
"core_users.loyaltypoints","SYSTEM","Loyalty Points","integer","20","1","DISPLAY-REG","","","0","DISPLAY-REG","","","0","This field is used to store the current balance of loyalty points for the account, if the loyalty points system is active.","Loyalty Points"
"core_users.lphistearn","SYSTEM","Loyalty Points - Total Earned To Date","integer","20","1","DISPLAY-REG","","","0","DISPLAY-REG","","","0","The number of loyalty points earned by this account to date, if the loyalty points system is active.","Loyalty Points"
"core_users.lphistspend","SYSTEM","Loyalty Points - Total Spent To Date","integer","20","1","DISPLAY-REG","","","0","DISPLAY-REG","","","0","The number of loyalty points spent by this account to date, if the loyalty points system is active.","Loyalty Points"
"core_users.olpdata","SYSTEM","Online Processing Data","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"core_users.ordemaillogosup","SYSTEM","Order Email Logo Suppression","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to suppress the logo image in order mail messages for orders placed by this user account, or false (0) to include the logo image.  This setting is useful for suppressing logo images for customers who print order mail messages, and would prefer not to print the logo image.","eCommerce Settings"
"core_users.passchangehist","SYSTEM","Password Change History","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","A single, or comma-delimited list of recently used passwords, not including the current password.  Maintained for certain user groups.","Hidden"
"core_users.passchangelast","SYSTEM","Last Password Change Timestamp","text","30","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","A timestamp indicating the last login failure.  Maintained for certain user groups.","Hidden"
"core_users.password","SYSTEM","Password","text","150","1","TEXTBOX-PASS","","","","TEXTBOX-PASS","","","0","User password.  This password is stored as an MD5 hash.","User Account"
"core_users.phone","SYSTEM","Telephone Number","text","20","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Telephone number including the area code.","Contact Information"
"core_users.postalcode","SYSTEM","Zip/Postal Code","text","20","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Zip/postal code.","Billing Address"
"core_users.purchonacct","SYSTEM","Purchase on Account Allowed","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Set to true (1) to allow this user account to purchase on account through the online store.","eCommerce Settings"
"core_users.rescom","SYSTEM","Residential/Commercial Status","text","5","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","R","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","Address residential (R) or commercial (C) status.","Billing Address"
