"id","name","description","fieldtype","fieldinclude","required","fieldorder","section","optsel"
"isee2_Gloss_Test","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>
<a href=""media/ecom/prodxl/Gloss_Ultra_Clear_70.001.jpg"" rel=""lightbox clearbox"" title=""Gloss Ultra Clear 70.001""><img src=""media/ecom/prodsm/Gloss_Ultra_Clear_70.001.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Brilliant_White_70.100.jpg"" rel=""lightbox clearbox"" title=""Gloss Brilliant White 70.100""><img src=""media/ecom/prodsm/Gloss_Brilliant_White_70.100.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Calcite_White_70.102ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Calcite White 70.102 ACT""><img src=""media/ecom/prodsm/Gloss_Calcite_White_70.102ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Latte_Beige_70.103ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Latte Beige 70.103 ACT""><img src=""media/ecom/prodsm/Gloss_Latte_Beige_70.103ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Ivory_White_70.101ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Ivory White 70.101 ACT""><img src=""media/ecom/prodsm/Gloss_Ivory_White_70.101ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Volcano_Red_70.501ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Volcano Red 70.501 ACT""><img src=""media/ecom/prodsm/Gloss_Volcano_Red_70.501ACT.jpg"" /></a><br>

<a href=""media/ecom/prodxl/Gloss_Midnight_Blue_70.600ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Midnight Blue 70.600 ACT""><img src=""media/ecom/prodsm/Gloss_Midnight_Blue_70.600ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Cobalt_Blue_70.601ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Cobalt Blue 70.601 ACT""><img src=""media/ecom/prodsm/Gloss_Cobalt_Blue_70.601ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Hunter_Green_70.700ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Hunter Green 70.700 ACT""><img src=""media/ecom/prodsm/Gloss_Hunter_Green_70.700ACT.jpg"" /></a>


<a href=""media/ecom/prodxl/Gloss_Bottle_Green_70.701ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Bottle Green 70.701 ACT""><img src=""media/ecom/prodsm/Gloss_Bottle_Green_70.701ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Apple_Green_70.702.jpg"" rel=""lightbox clearbox"" title=""Gloss Apple Green 70.702""><img src=""media/ecom/prodsm/Gloss_Apple_Green_70.702.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Super_Black_70.200.jpg"" rel=""lightbox clearbox"" title=""Gloss Super Black 70.200""><img src=""media/ecom/prodsm/Gloss_Super_Black_70.200.jpg"" /></a><br>

<a href=""media/ecom/prodxl/Gloss_Buttercup_Yellow_70.300ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Buttercup Yellow 70.300 ACT""><img src=""media/ecom/prodsm/Gloss_Buttercup_Yellow_70.300ACT.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Lemon_Yellow_70.301ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Lemon Yellow 70.301""><img src=""media/ecom/prodsm/Gloss_Lemon_Yellow_70.301ACT.jpg"" /></a>


<a href=""media/ecom/prodxl/Gloss_Banana_Yellow_70.302.jpg"" rel=""lightbox clearbox"" title=""Gloss Banana Yellow 70.302""><img src=""media/ecom/prodsm/Gloss_Banana_Yellow_70.302.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Mandarin_Orange_70.400.jpg"" rel=""lightbox clearbox"" title=""Gloss Mandarin Orange 70.400""><img src=""media/ecom/prodsm/Gloss_Mandarin_Orange_70.400.jpg"" /></a>

<a href=""media/ecom/prodxl/Gloss_Chilli_Red_70.500ACT.jpg"" rel=""lightbox clearbox"" title=""Gloss Chilli Red 70.500 ACT""><img src=""media/ecom/prodsm/Gloss_Chilli_Red_70.500ACT.jpg"" /></a>
<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","RADIO-CUSTOM","","0","20","Item Options","Gloss Ultra Clear 70.001|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Brilliant White 70.100|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Calcite White 70.102 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Latte Beige 70.103 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Ivory White 70.101 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Volcano Red 70.501 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Midnight Blue 70.600 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Cobalt Blue 70.601 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Hunter Green 70.700 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Bottle Green 70.701 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Apple Green 70.702|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Super Black 70.200|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Buttercup Yellow 70.300 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Lemon Yellow 70.301|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Banana Yellow 70.302|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Mandarin Orange 70.400|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Gloss Chilli Red 70.500 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"isee2_Matt","Select Roll Size","<span style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT SIZE OF ROLL BELOW:</span>
","RADIO-CUSTOM","","1","10","Item Options","1524mm x 5m|85.74|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 25m|404.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"isee2_Pearlescent","Select Roll Size","<span style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT SIZE OF ROLL BELOW:</span>
","RADIO-CUSTOM","","1","10","Item Options","1524mm x 5m|159.21|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 25m|751.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"isee2_Swatch","Please make your choice","<span style=""font-weight: bold; color: rgb(153, 186, 58);""><br>
A: THAT YOU ARE HAPPY TO PAY £10 FOR THE SWATCH ON THE UNDERSTANDING THAT THIS CHARGE WILL BE REFUNDED ON YOUR FIRST ORDER OF AT LEAST 5 METRES OF ISEE2 WRAP VINYL OR<br><br>
B: TO RECEIVE THIS SWATCH FREE OF CHARGE BECAUSE YOU HAVE ALSO ADDED AT LEAST 5 METRES OF ISEE2 WRAP VINYL TO YOUR ORDER.</span>
","RADIO-CUSTOM","","1","10","Item Options","£10 - nominal charge to be refunded|10.00|0.00|0|STANDARD|STANDARD|STANDARD|
FREE - I've ordered 5m of wrap vinyl|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"keder","Select Size & Type of Keder Roll","Please select size and type of keder roll below","CHECKBOX-CUSTOM","","1","1","Item Options","Non-adhesive White Keder 14mm x 3mm x 200m|102.10|0.00|0|STANDARD|STANDARD|STANDARD|
Self-adhesive Keder 14mm x 3mm x 200m|184.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"KERNOWMETALIK_1372","1372mm wide - Please select either:","","CHECKBOX-CUSTOM","","0","2","Order 1524mm wide by the metre or by the roll here","part roll - 1372mm x 5m roll|77.50|0.00|0|STANDARD|STANDARD|STANDARD|
full 45.7 mtr roll|637.52|0.00|0|STANDARD|STANDARD|STANDARD|"
"KERNOWMETALIK_1524","1524mm wide - Please select either:","","CHECKBOX-CUSTOM","","0","2","Order 1524mm wide by the metre or by the roll here","part roll - 1524mm x 5m roll|86.10|0.00|0|STANDARD|STANDARD|STANDARD|
full 45.7 mtr roll|708.26|0.00|0|STANDARD|STANDARD|STANDARD|"
"K_BLAD","Choose size","Choose size of blade","SELECT-CUSTOM","","1","10","Item Options","No.10A Blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
No.11 Blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"K_TRIMBLAD","Choose quantity","Choose quantities of Trimming Knife Blades","RADIO-CUSTOM","","1","10","Item Options","10 x Blades :: £1.55|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
100 x Blades|11.02|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GBW1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|2.94|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|130|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GBW1220EURO2024","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|2.14|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|94.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GBW610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.47|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|65|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GBW610EURO2024","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.07|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|47.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GC1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|3.18|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|140|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GC1220EURO2024","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|2.32|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|102.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GC610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.59|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|70|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GC610EURO2024","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.16|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|51.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GM1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|4.16|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|187|0.00|0|STANDARD|STANDARD|STANDARD|"
"L100GM610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|2.08|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|93.5|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_BudBan","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","2ft x 20ft Roll :: £32.90|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
2ft x 40ft  Roll :: £57.88|24.98|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_CALII_0380","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","10m Roll :: £60.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25m Roll|77.05|0.00|0|STANDARD|STANDARD|STANDARD|
50m Roll|186.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_CALII_0500","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","10m Roll :: £60.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25m Roll|77.05|0.00|0|STANDARD|STANDARD|STANDARD|
50m Roll|186.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_CALII_0610","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","10yd Roll :: £60.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25yd Roll :: £138.00|77.30|0.00|0|STANDARD|STANDARD|STANDARD|
50yd Roll :: £249.00|188.30|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_CALII_0760","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","10m Roll :: £114.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25m Roll|138.30|0.00|0|STANDARD|STANDARD|STANDARD|
50m Roll|335.30|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_CALII_1220","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","10yd Roll :: £114.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25yd Roll :: £261.00|146.30|0.00|0|STANDARD|STANDARD|STANDARD|
50yd Roll :: £470.00|355.30|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_RIT670_BW_0610","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","20","Item Options","10m Roll :: £39.10|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25m Roll|54.15|0.00|0|STANDARD|STANDARD|STANDARD|
50m Roll|130.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"L_RIT670_BW_1220","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","20","Item Options","10m Roll :: £77.70|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
25m Roll :: £184.75|107.05|0.00|0|STANDARD|STANDARD|STANDARD|
50m Roll :: £336.00|258.30|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MBW1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|3.16|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|139|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MBW1220EURO2024","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|2.30|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|101.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MBW610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.58|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|69.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MBW610EURO2024","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.15|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|50.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MC1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|3.5|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|154|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MC1220EURO2024","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|2.56|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|112.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MC610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.75|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|77|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MC610EURO2024","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|1.28|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|56.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MM1220","or 1220mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","2","Order 1220mm wide by the metre or by the roll here","part roll - price per metre|4.28|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|193|0.00|0|STANDARD|STANDARD|STANDARD|"
"M300MM610","Please select either 610mm wide here:","Enter quantity above then select to buy either by the metre (part roll) or per full 50m roll.","CHECKBOX-CUSTOM","","0","1","Order 610mm wide by the metre or by the roll here","part roll - price per metre|2.14|0.00|0|STANDARD|STANDARD|STANDARD|
full 50 metre roll|96.5|0.00|0|STANDARD|STANDARD|STANDARD|"
"MAG_ROLL","Choose quantity","Choose width of roll and quantity of Magnetic Tape required","CHECKBOX-CUSTOM","","1","10","Item Options","12.7mm by the roll|14.20|0.00|0|STANDARD|STANDARD|STANDARD|
12.7mm 1 pack of 5 rolls|66.75|0.00|0|STANDARD|STANDARD|STANDARD|
25.4mm by the roll|28.40|0.00|0|STANDARD|STANDARD|STANDARD|
25.4mm 1 pack of 5 rolls|133.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"MAG_TYPE","Select Polarity","Please select Polarity required","CHECKBOX-CUSTOM","","1","10","Item Options","Type A Polarity|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Type B Polarity|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Mesh","Select Size of Roll","<p>Please select size and quantity of rolls required.</p>
<p>The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 30m Roll|129.30|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 30m Roll|166|0.00|0|STANDARD|STANDARD|STANDARD|"
"microtacclear","Select Size of Roll","Please select size of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 10m Roll|120.70|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 30m Roll|329.51|0.00|0|STANDARD|STANDARD|STANDARD|"
"microtacwhite","Select Size of Roll","Please select size of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 10m Roll|120.70|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 30m Roll|329.51|0.00|0|STANDARD|STANDARD|STANDARD|"
"MIMAKI_SMART","Choose type of cutting blade:","<p>Choose the correct blade for the type of material that you are cutting.</p>
","RADIO-CUSTOM","","1","10","Item Options","MSK300V for cutting standard vinyl & heat transfer vinyl (Gold collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK500V for cutting thicker materials including laminated vinyl  (Purple collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK500F for cutting reflective, glitter, some sandblast films and flock (Red collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK750F for cutting the thickest sandblast stencil films (Green collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"mp300","Select Size & Quantity of Rolls","<p><b>For a 10m roll, set the quantity to 2 and select '1370mm x 5m'<br>
For a 25m roll, set the quantity to 1 and select '1370mm x 25m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m roll|164.60|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 25m roll|740.70|0.00|5|STANDARD|STANDARD|STANDARD|"
"mp326","Select Size & Quantity of Rolls","<p><b>For a 10m roll, set the quantity to 2 and select '1370mm x 5m'<br>
For a 25m roll, set the quantity to 1 and select '1370mm x 25m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m roll|61.60|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 25m roll|215.60|0.00|5|STANDARD|STANDARD|STANDARD|"
"MP330","Select Size & Quantity of Rolls","<p><b>For a 10m roll, set the quantity to 2 and select '1370mm x 5m'<br>
For a 25m roll, set the quantity to 1 and select '1370mm x 25m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m roll|79.10|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 25m roll|355.95|0.00|5|STANDARD|STANDARD|STANDARD|"
"MUTOH_SMART","Choose type of cutting blade:","<p>Choose the correct blade for the type of material that you are cutting.</p>
","RADIO-CUSTOM","","1","10","Item Options","MSK500V for cutting standard vinyl & heat transfer vinyl as well as thicker materials including laminated vinyl (Purple collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK500F for cutting reflective, glitter, some sandblast films and flock (Red collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK750F for cutting the thickest sandblast stencil films (Green collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_BA_BANBUNG","Choose end style","Choose end style of Banner Bungee","RADIO-CUSTOM","","1","10","Item Options","Ball End|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
T-Bar End|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_GEREMT","Choose blade type","Choose type of Gerber Embossed Track blade","RADIO-CUSTOM","","1","10","Item Options","MSC 500V :: Sprung blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
V500V :: Plain blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_GERFST","Choose blade type","Choose type of Gerber FasTrack blade","RADIO-CUSTOM","","1","10","Item Options","MSC 500V :: Sprung blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
V500V :: Plain blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_GERSTD","Choose blade type","Choose type of Gerber Standard blade","RADIO-CUSTOM","","1","10","Item Options","30 degree blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
45 degree blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
60 degree blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_MEDDIF","Choose media type","Choose type of Media from IF Series","SELECT-CUSTOM","","1","10","Item Options","IF59 :: White Gloss :: 100 x A4 Sheets|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
IF60 :: Clear Gloss :: 100 x A4 Sheets|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_MEDLLD","Choose media type","Choose type of Media from LD Series","SELECT-CUSTOM","","1","10","Item Options","LD87 :: Clear Gloss|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
LD86 :: White Matt|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
LD88 :: Transparent Matt|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_MUTOH","Choose blade type","Choose type of Mutoh blade","RADIO-CUSTOM","","1","10","Item Options","MSC 500V :: Sprung blade|13.55|0.00|0|STANDARD|STANDARD|STANDARD|
V500V :: Plain blade|13.55|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_ROLAND","Choose blade type","Choose type of Roland blade","RADIO-CUSTOM","","1","10","Item Options","R10 V :: Standard Vinyl blade|13.55|0.00|0|STANDARD|STANDARD|STANDARD|
R20 F :: Flock 60 degree blade|13.55|0.00|0|STANDARD|STANDARD|STANDARD|
R20 R :: Rubber Sandblast Film blade|15.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_SIGNPAL","Choose blade type","Choose type of Signpal blade","RADIO-CUSTOM","","1","10","Item Options","R10 V :: Standard Vinyl blade :: £13.55|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
R20 F :: For Flock 60 degree blade|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
R20 R :: For Rubber Sandblast Film blade|2.05|0.00|0|STANDARD|STANDARD|STANDARD|"
"M_SUMMA","Choose blade type","Choose type of Summagraphics blade","RADIO-CUSTOM","","1","10","Item Options","SD 450V :: Drag Vinyl blade :: £13.55|13.55|0.00|0|STANDARD|STANDARD|STANDARD|
SD 750F :: For Flock blade :: £13.55|13.55|0.00|0|STANDARD|STANDARD|STANDARD|
SD 750R :: For Rubber Sandblast Film|15.60|0.00|0|STANDARD|STANDARD|STANDARD|
SNV :: Tangential Vinyl Blade|16.75|0.00|0|STANDARD|STANDARD|STANDARD|"
"NYLOFLEX-C","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|8.07|0.00|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|181.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"orajet3162","Select Size & Quantity of Rolls","<p>The 1600mm wide roll includes a special non-conveyable delivery charge.</p>","CHECKBOX-CUSTOM","","1","1","Prices are per roll","760mm x 50m|81.30|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m|146.40|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|185.00|0.00|0|STANDARD|STANDARD|STANDARD|"
