Type,SKU,Regular price,Sale price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_price_tiers,Published,Visibility in catalog,In stock?,Backorders allowed?
variation,C203-sz07,13.95,,C203,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,C203-sz08,3.99,,C203,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,C203-sz09,19.95,,C203,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,C203-sz10,4.79,,C203,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,C203-sz11,23.95,,C203,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,C204-sz01,5.62,,C204,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,C204-sz02,226.22,,C204,Size / Format,Size / Format — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,C204-sz03,0.99,,C204,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,C204-sz04,1.95,,C204,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,C204-sz05,2.79,,C204,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,C204-sz06,2.79,,C204,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,C204-sz07,13.95,,C204,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,C204-sz08,3.99,,C204,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,C204-sz09,19.95,,C204,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,C204-sz10,4.79,,C204,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,C204-sz11,23.95,,C204,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,CF01-sz01,7.69,,CF01,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,CF01-sz02,173.00,,CF01,Size / Format,Size / Format — full 25 mtr roll,1,1,,1,visible,1,0
variation,CF01-sz03,15.38,,CF01,Size / Format,or 1220mm wide — part roll - price per mtr,1,1,,1,visible,1,0
variation,CF01-sz04,346.00,,CF01,Size / Format,or 1220mm wide — full 25 mtr roll,1,1,,1,visible,1,0
variation,CF01-sz05,0.95,,CF01,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,CF01-sz06,2.00,,CF01,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,CF01-sz07,2.98,,CF01,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,CF01-sz08,2.85,,CF01,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,CF01-sz09,14.25,,CF01,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,CF01-sz10,4.25,,CF01,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,CF01-sz11,21.25,,CF01,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,CF01-sz12,7.55,,CF01,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,CF01-sz13,37.75,,CF01,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,CF06-sz01,7.69,,CF06,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,CF06-sz02,173.00,,CF06,Size / Format,Size / Format — full 25 mtr roll,1,1,,1,visible,1,0
variation,CF06-sz03,15.38,,CF06,Size / Format,or 1220mm wide — part roll - price per mtr,1,1,,1,visible,1,0
variation,CF06-sz04,346.00,,CF06,Size / Format,or 1220mm wide — full 25 mtr roll,1,1,,1,visible,1,0
variation,D-VIEW-sz01,50.90,,D-VIEW,Select Size of Roll,1370mm x 5m Roll,1,1,,1,visible,1,0
variation,D-VIEW-sz02,483.55,,D-VIEW,Select Size of Roll,1370mm x 50m Roll,1,1,,1,visible,1,0
variation,D-VIEW-sz03,59.70,,D-VIEW,Select Size of Roll,1520mm x 5m Roll,1,1,,1,visible,1,0
variation,D-VIEW-sz04,567.15,,D-VIEW,Select Size of Roll,1520mm x 50m Roll,1,1,,1,visible,1,0
variation,L199-sz01,0.43,,L199,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L199-sz02,0.68,,L199,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L199-sz03,0.88,,L199,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L199-sz04,0.97,,L199,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L199-sz05,4.85,,L199,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L199-sz06,1.26,,L199,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L199-sz07,6.30,,L199,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L199-sz08,1.72,,L199,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L199-sz09,8.60,,L199,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L199-sz10,2.94,,L199,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L199-sz11,130.00,,L199,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L199-sz12,1.47,,L199,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L199-sz13,65.00,,L199,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L100-sz01,0.41,,L100,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L100-sz02,0.64,,L100,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L100-sz03,0.83,,L100,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L100-sz04,0.92,,L100,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L100-sz05,4.60,,L100,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L100-sz06,1.18,,L100,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L100-sz07,5.90,,L100,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L100-sz08,1.56,,L100,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L100-sz09,7.80,,L100,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L100-sz10,2.94,,L100,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L100-sz11,130.00,,L100,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L100-sz12,1.47,,L100,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L100-sz13,65.00,,L100,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L145-sz01,0.43,,L145,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L145-sz02,0.68,,L145,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L145-sz03,0.88,,L145,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L145-sz04,0.97,,L145,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L145-sz05,4.85,,L145,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L145-sz06,1.26,,L145,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L145-sz07,6.30,,L145,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L145-sz08,1.72,,L145,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L145-sz09,8.60,,L145,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L145-sz10,3.18,,L145,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L145-sz11,140.00,,L145,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L145-sz12,1.59,,L145,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L145-sz13,70.00,,L145,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L105-sz01,0.43,,L105,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L105-sz02,0.68,,L105,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L105-sz03,0.88,,L105,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L105-sz04,0.97,,L105,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L105-sz05,4.85,,L105,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L105-sz06,1.26,,L105,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L105-sz07,6.30,,L105,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L105-sz08,1.72,,L105,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L105-sz09,8.60,,L105,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L105-sz10,3.18,,L105,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L105-sz11,140.00,,L105,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L105-sz12,1.59,,L105,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L105-sz13,70.00,,L105,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L110-sz01,0.43,,L110,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L110-sz02,0.68,,L110,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L110-sz03,0.88,,L110,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L110-sz04,0.97,,L110,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L110-sz05,4.85,,L110,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L110-sz06,1.26,,L110,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L110-sz07,6.30,,L110,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L110-sz08,1.72,,L110,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L110-sz09,8.60,,L110,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L110-sz10,3.18,,L110,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L110-sz11,140.00,,L110,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L110-sz12,1.59,,L110,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L110-sz13,70.00,,L110,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L112-sz01,0.43,,L112,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L112-sz02,0.68,,L112,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L112-sz03,0.88,,L112,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L112-sz04,0.97,,L112,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L112-sz05,4.85,,L112,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L112-sz06,1.26,,L112,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L112-sz07,6.30,,L112,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L112-sz08,1.72,,L112,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L112-sz09,8.60,,L112,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L112-sz10,3.18,,L112,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L112-sz11,140.00,,L112,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L112-sz12,1.59,,L112,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L112-sz13,70.00,,L112,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L111-sz01,0.43,,L111,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L111-sz02,0.68,,L111,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L111-sz03,0.88,,L111,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L111-sz04,0.97,,L111,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L111-sz05,4.85,,L111,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L111-sz06,1.26,,L111,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L111-sz07,6.30,,L111,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L111-sz08,1.72,,L111,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L111-sz09,8.60,,L111,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L111-sz10,3.18,,L111,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L111-sz11,140.00,,L111,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L111-sz12,1.59,,L111,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L111-sz13,70.00,,L111,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L120-sz01,0.43,,L120,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L120-sz02,0.68,,L120,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L120-sz03,0.88,,L120,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L120-sz04,0.97,,L120,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L120-sz05,4.85,,L120,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L120-sz06,1.26,,L120,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L120-sz07,6.30,,L120,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L120-sz08,1.72,,L120,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L120-sz09,8.60,,L120,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L120-sz10,3.18,,L120,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L120-sz11,140.00,,L120,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L120-sz12,1.59,,L120,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L120-sz13,70.00,,L120,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L132-sz01,0.43,,L132,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L132-sz02,0.68,,L132,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L132-sz03,0.88,,L132,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L132-sz04,0.97,,L132,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L132-sz05,4.85,,L132,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L132-sz06,1.26,,L132,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L132-sz07,6.30,,L132,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L132-sz08,1.72,,L132,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L132-sz09,8.60,,L132,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L132-sz10,3.18,,L132,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L132-sz11,140.00,,L132,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L132-sz12,1.59,,L132,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L132-sz13,70.00,,L132,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L130-sz01,0.43,,L130,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L130-sz02,0.68,,L130,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L130-sz03,0.88,,L130,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L130-sz04,0.97,,L130,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L130-sz05,4.85,,L130,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L130-sz06,1.26,,L130,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L130-sz07,6.30,,L130,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L130-sz08,1.72,,L130,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L130-sz09,8.60,,L130,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L130-sz10,3.18,,L130,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L130-sz11,140.00,,L130,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L130-sz12,1.59,,L130,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L130-sz13,70.00,,L130,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L133-sz01,0.43,,L133,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L133-sz02,0.68,,L133,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L133-sz03,0.88,,L133,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L133-sz04,0.97,,L133,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L133-sz05,4.85,,L133,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L133-sz06,1.26,,L133,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L133-sz07,6.30,,L133,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L133-sz08,1.72,,L133,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L133-sz09,8.60,,L133,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L133-sz10,3.18,,L133,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L133-sz11,140.00,,L133,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L133-sz12,1.59,,L133,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L133-sz13,70.00,,L133,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L135-sz01,0.43,,L135,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L135-sz02,0.68,,L135,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L135-sz03,0.88,,L135,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L135-sz04,0.97,,L135,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L135-sz05,4.85,,L135,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L135-sz06,1.26,,L135,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L135-sz07,6.30,,L135,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L135-sz08,1.72,,L135,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L135-sz09,8.60,,L135,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L135-sz10,3.18,,L135,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L135-sz11,140.00,,L135,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L135-sz12,1.59,,L135,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L135-sz13,70.00,,L135,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L178-sz01,0.43,,L178,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L178-sz02,0.68,,L178,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L178-sz03,0.88,,L178,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L178-sz04,0.97,,L178,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L178-sz05,4.85,,L178,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L178-sz06,1.26,,L178,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L178-sz07,6.30,,L178,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L178-sz08,1.72,,L178,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L178-sz09,8.60,,L178,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L178-sz10,3.18,,L178,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L178-sz11,140.00,,L178,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L178-sz12,1.59,,L178,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L178-sz13,70.00,,L178,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L179-sz01,0.43,,L179,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
