Status,Product,Option,"Website code (old)","Your SKU / Resolution",Price,"What we did / what we need from you"
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Green Glitter",,GL12-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Green Glitter","1220mm wide — per 30 metre roll",GL12-sz11,GL12,987.0,"Sage code ""GL12"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Green Glitter","1220mm wide — per metre",GL12-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"DONE - SAGE CODE APPLIED","Grey Flock Heat Transfer Vinyl",,730,7511500,11.56,"SKU on the site changed from ""730"" to your Sage code ""7511500"". No further action needed."
"DONE - SAGE CODE APPLIED","Gudy 804",,804,NES-001228,438.7,"SKU on the site changed from ""804"" to your Sage code ""NES-001228"". No further action needed."
"DONE - SAGE CODE APPLIED","Heat Tape",,61SL,61SL10,8.1,"SKU on the site changed from ""61SL"" to your Sage code ""61SL10"". No further action needed."
"DONE - SAGE CODE APPLIED","Hotronix Auto Open Clam / Sprint Mag Digital Heatpress","38cm x 28cm",STX11,PRESS-STX11,1130.0,"SKU on the site changed from ""STX11"" to your Sage code ""PRESS-STX11"". No further action needed."
"DONE - SAGE CODE APPLIED","Hotronix Auto Open Clam / Sprint Mag Digital Heatpress","40cm x 40cm",STX16,PRESS-STX16,1450.0,"SKU on the site changed from ""STX16"" to your Sage code ""PRESS-STX16"". No further action needed."
"DONE - SAGE CODE APPLIED","Hotronix Auto Open Clam / Sprint Mag Digital Heatpress","50cm x 40cm",STX20,PRESS-STX20,1720.0,"SKU on the site changed from ""STX20"" to your Sage code ""PRESS-STX20"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Hotronix Fusion IQ Heatpress",,XF,,2250.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Hotronix Heatpress Caddie","Heat Press Caddie_x0099_ Stand",CAD1-sz01,CAD1-2310-2,470.0,"SKU on the site changed from ""CAD1-sz01"" to your Sage code ""CAD1-2310-2"". No further action needed."
"DONE - SAGE CODE APPLIED","Hotronix Heatpress Interchangable Lower Platens","Tag Along Platen",PLA3-sz01,PLA5,390.0,"SKU on the site changed from ""PLA3-sz01"" to your Sage code ""PLA5"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","HTV – Heat Transfer Vinyl","HTV - Heat Transfer Vinyl - Gold Star-Flex HTV for heat pressing onto Cotton / Polyester 500mm",SALE_ST492,,2.8,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","HTV – Heat Transfer Vinyl","HTV - Heat Transfer Vinyl - Yellow Flock HTV for heat pressing onto Cotton / Polyester 500mm",SALE_7550,,3.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Ice Blue Flock Heat Transfer Vinyl",,310,,11.56,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Image Flex Clear 4625",,4625,IMAC500,10.83,"SKU on the site changed from ""4625"" to your Sage code ""IMAC500"". No further action needed."
"DONE - SAGE CODE APPLIED","Image Flex Pro Nylon 4035","500mm Width",4035-500mmWidth,IMAPN500,8.57,"SKU on the site changed from ""4035-500mmWidth"" to your Sage code ""IMAPN500"". No further action needed."
"DONE - SAGE CODE APPLIED","Image Flex Pro Nylon 4035","750mm Width",4035-750mmWidth,IMAPN750,12.86,"SKU on the site changed from ""4035-750mmWidth"" to your Sage code ""IMAPN750"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","Image Flex Pro Soft White 4030",,4030,"IMAPSW500 / IMAPSW750",9.96,"You listed more than one Sage code here (""IMAPSW500 / IMAPSW750""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","Image Flex Turbo Print 4036",,4036,"IMATP500 / IMATP750",7.04,"You listed more than one Sage code here (""IMATP500 / IMATP750""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - MULTIPLE CODES","Image Flex Turbo Print Sub Block 4010",,4010,"IMAPSB500 / IMAPSB750",12.99,"You listed more than one Sage code here (""IMAPSB500 / IMAPSB750""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"DONE - SAGE CODE APPLIED","IPA100 Cleaner","1 litre can",IPA100-sz01,IPA1001LTR,16.1,"SKU on the site changed from ""IPA100-sz01"" to your Sage code ""IPA1001LTR"". No further action needed."
"DONE - SAGE CODE APPLIED","IPA100 Cleaner","5 litre tin",IPA100-sz02,IPA1005LTR,72.4,"SKU on the site changed from ""IPA100-sz02"" to your Sage code ""IPA1005LTR"". No further action needed."
"DONE - REMOVED FROM SITE","K6 Light Grey","full roll - 1220mm x 50 mtr","Cover Styl' K6-sz02",,855.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","K6 Light Grey","part roll - price per mtr at 1220mm","Cover Styl' K6-sz01",,19.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - SAGE CODE APPLIED","Kernow 165SML Roll-Up Film","1270mm x 30m Roll",165SML-sz01,165SML1270,222.44,"SKU on the site changed from ""165SML-sz01"" to your Sage code ""165SML1270"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1300mm x 100m Gloss PVC Laminating Film - 100 micron",SALE_Laminate_Boss_Gloss_1300,,85.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1300mm x 50m Textured PVC Laminating Film - 125 micron",SALE_Laminate_Essential_Floor_1300,,85.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1370mm x 50m Matt PP Laminating Film - 25 micron",SALE_ENVIRO_LAM_MATT_1370,,75.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","1520mm x 50m Gloss PVC Laminating Film - 80 micron",SALE_Laminate_Essential_Gloss_1520,,55.5,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Laminating Films","880mm x 50m Textured PVC Laminating Film - 125 micron",SALE_Laminate_Essential_Floor_880,,60.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Laser Thermometer",,3019,LASE,51.99,"SKU on the site changed from ""3019"" to your Sage code ""LASE"". No further action needed."
"DONE - SAGE CODE APPLIED","Lemon Flock Heat Transfer Vinyl",,100,7551500,11.56,"SKU on the site changed from ""100"" to your Sage code ""7551500"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Lint Free Gloves - XL (Pack of 10 pairs)",,GLO,,10.7,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - REMOVED FROM SITE","M6 Steel Blue","full roll - 1220mm x 50 mtr","Cover Styl' M6-sz02",,855.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","M6 Steel Blue","part roll - price per mtr at 1220mm","Cover Styl' M6-sz01",,19.0,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - SAGE CODE APPLIED","M8 Bright Yellow","full roll - 1220mm x 50 mtr",M8_Bright_Yellow-sz02,M8,855.0,"SKU on the site changed from ""M8_Bright_Yellow-sz02"" to your Sage code ""M8"". No further action needed."
"NEEDS DECISION - NOT A SAGE CODE","M8 Bright Yellow","part roll - price per mtr at 1220mm",M8_Bright_Yellow-sz01,"Q DISC FOR 50",19.0,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 50""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"PLEASE CONFIRM - DELETE FROM SITE?","Magenta Flock Heat Transfer Vinyl",,250,,11.56,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz01,,3.54,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz02,,5.73,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Magenta Glitter",,GL13-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Magenta Glitter","1220mm wide — per 30 metre roll",GL13-sz11,GL13,987.0,"Sage code ""GL13"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Magenta Glitter","1220mm wide — per metre",GL13-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - MULTIPLE CODES","Magnetic Tape","Choose quantity — 12.7mm 1 pack of 5 rolls",MT-sz02,"MAGTAP / MAGTAP3",66.75,"You listed more than one Sage code here (""MAGTAP / MAGTAP3""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"NEEDS DECISION - NOT A SAGE CODE","Magnetic Tape","Choose quantity — 12.7mm by the roll",MT-sz01,"Q DISC FOR 5",14.2,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 5""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - MULTIPLE CODES","Magnetic Tape","Choose quantity — 25.4mm 1 pack of 5 rolls",MT-sz04,"MAGTAP2 / MAGTAP4",133.5,"You listed more than one Sage code here (""MAGTAP2 / MAGTAP4""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
